id,bfi_e1_1,bfi_e1_2,bfi_e1_3,bfi_e1_4,bfi_e2_1,bfi_e2_2,bfi_e2_3,bfi_e2_4,bfi_e3_1,bfi_e3_2,bfi_e3_3,bfi_e3_4,bfi_a1_1,bfi_a1_2,bfi_a1_3,bfi_a1_4,bfi_a2_1,bfi_a2_2,bfi_a2_3,bfi_a2_4,bfi_a3_1,bfi_a3_2,bfi_a3_3,bfi_a3_4,bfi_c1_1,bfi_c1_2,bfi_c1_3,bfi_c1_4,bfi_c2_1,bfi_c2_2,bfi_c2_3,bfi_c2_4,bfi_c3_1,bfi_c3_2,bfi_c3_3,bfi_c3_4,bfi_n1_1,bfi_n1_2,bfi_n1_3,bfi_n1_4,bfi_n2_1,bfi_n2_2,bfi_n2_3,bfi_n2_4,bfi_n3_1,bfi_n3_2,bfi_n3_3,bfi_n3_4,bfi_o1_1,bfi_o1_2,bfi_o1_3,bfi_o1_4,bfi_o2_1,bfi_o2_2,bfi_o2_3,bfi_o2_4,bfi_o3_1,bfi_o3_2,bfi_o3_3,bfi_o3_4,ip_e1_1,ip_e1_2,ip_e1_3,ip_e1_4,ip_e2_1,ip_e2_2,ip_e2_3,ip_e2_4,ip_e3_1,ip_e3_2,ip_e3_3,ip_e3_4,ip_e4_1,ip_e4_2,ip_e4_3,ip_e4_4,ip_e5_1,ip_e5_2,ip_e5_3,ip_e5_4,ip_e6_1,ip_e6_2,ip_e6_3,ip_e6_4,ip_a1_1,ip_a1_2,ip_a1_3,ip_a1_4,ip_a2_1,ip_a2_2,ip_a2_3,ip_a2_4,ip_a3_1,ip_a3_2,ip_a3_3,ip_a3_4,ip_a4_1,ip_a4_2,ip_a4_3,ip_a4_4,ip_a5_1,ip_a5_2,ip_a5_3,ip_a5_4,ip_a6_1,ip_a6_2,ip_a6_3,ip_a6_4,ip_c1_1,ip_c1_2,ip_c1_3,ip_c1_4,ip_c2_1,ip_c2_2,ip_c2_3,ip_c2_4,ip_c3_1,ip_c3_2,ip_c3_3,ip_c3_4,ip_c4_1,ip_c4_2,ip_c4_3,ip_c4_4,ip_c5_1,ip_c5_2,ip_c5_3,ip_c5_4,ip_c6_1,ip_c6_2,ip_c6_3,ip_c6_4,ip_n1_1,ip_n1_2,ip_n1_3,ip_n1_4,ip_n2_1,ip_n2_2,ip_n2_3,ip_n2_4,ip_n3_1,ip_n3_2,ip_n3_3,ip_n3_4,ip_n4_1,ip_n4_2,ip_n4_3,ip_n4_4,ip_n5_1,ip_n5_2,ip_n5_3,ip_n5_4,ip_n6_1,ip_n6_2,ip_n6_3,ip_n6_4,ip_o1_1,ip_o1_2,ip_o1_3,ip_o1_4,ip_o2_1,ip_o2_2,ip_o2_3,ip_o2_4,ip_o3_1,ip_o3_2,ip_o3_3,ip_o3_4,ip_o4_1,ip_o4_2,ip_o4_3,ip_o5_1,ip_o5_2,ip_o5_3,ip_o5_4,ip_o6_1,ip_o6_2,ip_o6_3,aggr_a_1,aggr_a_2,aggr_a_3,aggr_h_1,aggr_h_2,aggr_h_3,aggr_p_1,aggr_p_2,aggr_p_3,aggr_v_1,aggr_v_2,aggr_v_3,ambig_ambig_1,ambig_ambig_2,ambig_ambig_3,ambig_ambig_4,ambig_ambig_5,ambig_ambig_6,ambig_ambig_7,ambig_ambig_8,ambig_ambig_9,ambig_ambig_10,ambig_ambig_11,ambig_ambig_12,ambig_ambig_13,curi_e_1,curi_e_2,curi_e_3,curi_e_4,curi_f_1,curi_f_2,curi_f_3,doc_l_1,doc_l_2,doc_l_3,doc_l_4,doc_l_5,doc_l_6,doc_l_7,doc_da_1,doc_da_2,doc_da_3,doc_da_4,doc_d_1,doc_d_2,doc_d_3,doc_d_4,dogma_dogma_1,dogma_dogma_2,dogma_dogma_3,dogma_dogma_4,dogma_dogma_5,dogma_dogma_6,dogma_dogma_7,dogma_dogma_8,dogma_dogma_9,dogma_dogma_10,dogma_dogma_11,dogma_dogma_12,dogma_dogma_13,dogma_dogma_14,dogma_dogma_15,dogma_dogma_16,dogma_dogma_17,dogma_dogma_18,dogma_dogma_19,dogma_dogma_20,dtmach_dtmach_1,dtmach_dtmach_2,dtmach_dtmach_3,dtmach_dtmach_4,dtmach_dtmach_5,dtmach_dtmach_6,dtmach_dtmach_7,dtmach_dtmach_8,dtmach_dtmach_9,dtnarc_dtnarc_1,dtnarc_dtnarc_2,dtnarc_dtnarc_3,dtnarc_dtnarc_4,dtnarc_dtnarc_5,dtnarc_dtnarc_6,dtnarc_dtnarc_7,dtnarc_dtnarc_8,dtnarc_dtnarc_9,dtpsyc_dtpsyc_1,dtpsyc_dtpsyc_2,dtpsyc_dtpsyc_3,dtpsyc_dtpsyc_4,dtpsyc_dtpsyc_5,dtpsyc_dtpsyc_6,dtpsyc_dtpsyc_7,dtpsyc_dtpsyc_8,dtpsyc_dtpsyc_9,empa_empa_1,empa_empa_2,empa_empa_3,empa_empa_4,empa_empa_5,empa_empa_6,empa_empa_7,empa_empa_8,empa_empa_9,empa_empa_10,empa_empa_11,empa_empa_12,empa_empa_13,empa_empa_14,empa_empa_15,empa_empa_16,flour_flour_1,flour_flour_2,flour_flour_3,flour_flour_4,flour_flour_5,flour_flour_6,flour_flour_7,flour_flour_8,gratit_gratit_1,gratit_gratit_2,gratit_gratit_3,gratit_gratit_4,gratit_gratit_5,gratit_gratit_6,grit_c_1,grit_c_2,grit_c_3,grit_c_4,grit_c_5,grit_c_6,grit_p_1,grit_p_2,grit_p_3,grit_p_4,grit_p_5,grit_p_6,hope_a_1,hope_a_2,hope_a_3,hope_a_4,hope_p_1,hope_p_2,hope_p_3,hope_p_4,iuncr_iuncr_1,iuncr_iuncr_2,iuncr_iuncr_3,iuncr_iuncr_4,iuncr_iuncr_5,iuncr_iuncr_6,iuncr_iuncr_7,iuncr_iuncr_8,iuncr_iuncr_9,iuncr_iuncr_10,iuncr_iuncr_11,iuncr_iuncr_12,lone_e_1,lone_e_2,lone_e_3,lone_e_4,lone_e_5,lone_e_6,lone_s_1,lone_s_2,lone_s_3,lone_s_4,lone_s_5,nfs_d_1,nfs_d_2,nfs_d_3,nfs_d_4,nfs_r_1,nfs_r_2,nfs_r_3,nfs_r_4,nfs_r_5,nfs_r_6,nfs_r_7,satwl_satwl_1,satwl_satwl_2,satwl_satwl_3,satwl_satwl_4,satwl_satwl_5,scpri_scpri_1,scpri_scpri_2,scpri_scpri_3,scpri_scpri_4,scpri_scpri_5,scpri_scpri_6,scpri_scpri_7,scpri_scpri_8,scpri_scpri_9,scpub_scpub_1,scpub_scpub_2,scpub_scpub_3,scpub_scpub_4,scpub_scpub_5,scpub_scpub_6,scpub_scpub_7,scsanx_scsanx_1,scsanx_scsanx_2,scsanx_scsanx_3,scsanx_scsanx_4,scsanx_scsanx_5,scsanx_scsanx_6,scont_scont_1,scont_scont_2,scont_scont_3,scont_scont_4,scont_scont_5,scont_scont_6,scont_scont_7,scont_scont_8,scont_scont_9,scont_scont_10,scont_scont_11,scont_scont_12,scont_scont_13,seff_seff_1,seff_seff_2,seff_seff_3,seff_seff_4,seff_seff_5,seff_seff_6,seff_seff_7,seff_seff_8,sest_sest_1,sest_sest_2,sest_sest_3,sest_sest_4,sest_sest_5,sest_sest_6,sest_sest_7,sest_sest_8,sest_sest_9,sest_sest_10,vital_vital_1,vital_vital_2,vital_vital_3,vital_vital_4,vital_vital_5,vital_vital_6,vital_vital_7,ip_o4_4,ip_o6_4,bas_d_1,bas_d_2,bas_d_3,bas_d_4,bas_fs_1,bas_fs_2,bas_fs_3,bas_fs_4,bas_r_1,bas_r_2,bas_r_3,bas_r_4,bas_r_5,bis_bis_1,bis_bis_2,bis_bis_3,bis_bis_4,bis_bis_5,bis_bis_6,bis_bis_7,erreap_erreap_1,erreap_erreap_2,erreap_erreap_3,erreap_erreap_4,erreap_erreap_5,erreap_erreap_6,ersup_ersup_1,ersup_ersup_2,ersup_ersup_3,ersup_ersup_4,empec_empec_1,empec_empec_2,empec_empec_3,empec_empec_4,empf_empf_1,empf_empf_2,empf_empf_3,empf_empf_4,emppd_emppd_1,emppd_emppd_2,emppd_emppd_3,emppd_emppd_4,emppt_emppt_1,emppt_emppt_2,emppt_emppt_3,emppt_emppt_4,imp_a_1,imp_a_2,imp_a_3,imp_a_4,imp_a_5,imp_m_1,imp_m_2,imp_m_3,imp_m_4,imp_m_5,imp_np_1,imp_np_2,imp_np_3,imp_np_4,imp_np_5,mndfn_mndfn_1,mndfn_mndfn_2,mndfn_mndfn_3,mndfn_mndfn_4,mndfn_mndfn_5,mndfn_mndfn_6,mndfn_mndfn_7,mndfn_mndfn_8,mndfn_mndfn_9,mndfn_mndfn_10,mndfn_mndfn_11,mndfn_mndfn_12,mndfn_mndfn_13,mndfn_mndfn_14,mndfn_mndfn_15,nfc_nfc_1,nfc_nfc_2,nfc_nfc_3,nfc_nfc_4,nfc_nfc_5,nfc_nfc_6,nfc_nfc_7,nfc_nfc_8,nfc_nfc_9,nfc_nfc_10,nfc_nfc_11,nfc_nfc_12,nfc_nfc_13,nfc_nfc_14,nfc_nfc_15,nfc_nfc_16,nfc_nfc_17,nfc_nfc_18,opt_opt_1,opt_opt_2,opt_opt_3,opt_opt_4,opt_opt_5,opt_opt_6,pain_h_1,pain_h_2,pain_h_3,pain_h_4,pain_h_5,pain_h_6,pain_m_1,pain_m_2,pain_m_3,pain_r_1,pain_r_2,pain_r_3,pain_r_4,pwb_a_1,pwb_a_2,pwb_a_3,pwb_em_1,pwb_em_2,pwb_em_3,pwb_pg_1,pwb_pg_2,pwb_pg_3,pwb_pr_1,pwb_pr_2,pwb_pr_3,pwb_pl_1,pwb_pl_2,pwb_pl_3,pwb_sa_1,pwb_sa_2,pwb_sa_3,scomp_scomp_1,scomp_scomp_2,scomp_scomp_3,scomp_scomp_4,scomp_scomp_5,scomp_scomp_6,scomp_scomp_7,scomp_scomp_8,scomp_scomp_9,scomp_scomp_10,scomp_scomp_11,scomp_scomp_12,smast_smast_1,smast_smast_2,smast_smast_3,smast_smast_4,smast_smast_5,smast_smast_6,smast_smast_7,ss_fam_1,ss_fam_2,ss_fam_3,ss_fam_4,ss_fr_1,ss_fr_2,ss_fr_3,ss_fr_4,ss_so_1,ss_so_2,ss_so_3,ss_so_4,worry_worry_1,worry_worry_2,worry_worry_3,worry_worry_4,worry_worry_5,worry_worry_6,worry_worry_7,worry_worry_8,worry_worry_9,worry_worry_10,worry_worry_11,worry_worry_12,worry_worry_13,worry_worry_14,worry_worry_15,worry_worry_16,mlpres_mlpres_1,mlpres_mlpres_2,mlpres_mlpres_3,mlpres_mlpres_4,mlpres_mlpres_5,mlsrch_mlsrch_1,mlsrch_mlsrch_2,mlsrch_mlsrch_3,mlsrch_mlsrch_4,mlsrch_mlsrch_5
1_1,2,1,2,2,2,2,2,2,4,3,3,3,4,5,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,3,3,4,3,2,3,3,2,5,5,4,4,4,4,4,4,4,4,4,3,2,2,3,3,2,2,1,1,2,2,3,2,4,3,4,4,3,3,2,2,3,3,3,3,2,4,2,3,5,3,5,4,3,4,4,4,4,3,5,4,5,5,5,4,4,5,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,2,2,2,3,3,3,4,4,4,4,4,2,2,3,3,3,3,3,3,4,3,4,4,3,5,4,5,4,4,4,4,3,3,4,4,4,3,4,5,4,3,2,2,2,4,4,3,1,3,1,2,2,2,3,3,3,3,4,4,4,4,3,3,3,3,2,4,4,4,3,3,3,2,3,3,2,3,3,2,3,2,4,2,4,4,3,4,4,2,1,2,2,2,3,2,2,2,2,3,2,2,1,2,3,2,1,3,1,4,2,2,4,3,2,4,2,2,2,2,2,1,3,2,2,2,3,2,2,2,2,3,2,2,2,1,4,3,5,3,5,4,4,3,3,5,4,5,4,4,4,4,3,3,4,4,4,3,3,3,3,2,4,3,4,3,4,2,2,3,2,3,3,3,3,3,4,4,3,4,2,4,3,4,3,3,3,3,3,3,3,2,3,3,3,2,4,3,4,4,4,3,3,4,3,4,4,3,3,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,2,4,4,4,3,4,4,4,3,4,4,5,4,3,3,3,4,4,2,3,3,2,4,4,4,4,4,3,3,4,3,4,4,3,3,2,3,4,3,2,3,2,3,3,3,3,2,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_2,3,2,2,2,3,3,4,4,2,5,2,2,2,3,4,3,5,4,4,4,4,2,3,4,5,5,4,5,3,2,4,5,5,4,5,3,3,4,2,3,3,3,3,4,2,3,2,2,2,2,3,3,4,5,2,5,3,3,2,2,3,2,3,3,5,2,4,4,3,4,3,4,4,3,2,2,4,4,5,2,1,3,3,4,4,4,4,4,4,4,5,5,3,4,3,4,1,4,4,2,4,3,4,4,4,4,2,2,4,4,4,3,5,4,4,5,5,4,5,4,5,3,5,4,2,3,3,3,4,4,4,4,2,2,1,3,3,4,2,3,3,1,2,2,3,2,4,2,5,3,4,3,2,2,4,3,2,3,3,2,2,3,3,3,2,2,4,2,2,2,2,5,4,4,4,5,3,1,2,2,2,2,2,3,5,4,2,3,2,2,4,4,3,2,4,4,4,5,4,2,3,4,2,4,4,3,2,3,3,2,3,3,3,3,3,4,3,3,4,2,3,4,4,3,4,3,1,1,1,2,2,2,2,1,1,1,3,2,2,2,1,2,1,3,1,4,2,3,4,2,2,4,3,4,3,4,2,1,4,4,1,2,2,2,3,2,1,3,3,3,3,2,2,2,3,2,5,3,3,3,3,2,2,3,4,4,2,3,2,3,4,3,5,4,4,4,4,2,4,3,4,2,3,2,2,2,1,2,4,5,4,3,5,4,2,4,4,4,3,5,3,3,2,4,3,3,2,2,2,3,2,2,5,2,3,4,4,2,4,2,5,4,5,4,3,4,5,4,5,3,4,3,4,2,3,4,2,3,3,2,1,4,5,4,4,3,4,2,4,4,1,5,4,4,5,4,4,4,4,3,4,4,2,4,3,4,3,1,3,3,4,3,2,2,2,2,3,3,4,4,4,4,4,4,3,2,4,5,3,2,4,2,4,3,3,2,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_3,5,5,5,5,4,5,2,5,5,2,4,5,3,2,5,2,5,4,4,5,4,5,4,5,2,4,3,2,2,2,4,4,4,2,5,4,5,4,2,2,2,1,3,2,3,2,2,4,5,1,1,4,3,5,3,1,3,2,4,4,5,4,5,5,5,5,4,4,5,5,4,5,3,4,2,3,5,5,2,5,5,5,5,4,4,5,4,4,4,3,4,4,4,5,2,4,5,3,4,4,2,2,1,1,4,4,1,1,4,4,4,4,4,4,1,2,5,4,4,4,4,4,5,4,3,2,2,4,2,3,4,4,2,4,2,4,2,3,2,2,4,1,2,2,1,2,1,3,3,2,3,4,3,2,2,4,5,5,4,4,1,1,4,2,4,1,3,4,4,4,2,1,2,2,2,4,5,4,5,2,2,2,4,5,5,4,3,4,2,2,1,2,3,2,3,2,2,2,2,2,2,1,2,4,5,2,5,3,4,4,5,4,5,4,5,5,5,5,2,1,2,4,4,4,5,4,2,4,2,2,4,2,3,4,2,4,4,2,4,2,4,2,2,3,2,5,3,4,4,2,1,4,4,4,5,2,5,4,4,5,2,4,4,2,3,2,2,3,2,2,1,4,2,2,2,2,4,4,2,3,4,4,1,1,1,2,1,2,4,5,4,4,4,4,3,4,4,4,4,3,4,4,2,2,2,4,2,2,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,4,2,4,5,2,2,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,2,2,4,4,4,4,5,5,5,3,4,3,4,4,4,4,3,3,3,2,3,2,3,1,4,4,2,2,1,4,2,3,2,2,2,2,3,2,2,3,1,4,4,3,4,4,4,4,4,3,4,4,3,5,4,4,4,2,4,5,4,2,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_4,4,4,3,4,4,4,4,4,4,4,5,4,4,2,4,2,4,3,3,4,4,4,1,4,4,4,4,4,2,2,4,4,4,2,4,2,2,3,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,4,3,4,3,2,3,3,4,4,4,4,4,4,3,3,3,4,3,3,2,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,2,2,3,3,4,4,4,4,2,3,3,2,3,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,4,2,2,3,3,2,2,2,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,4,4,3,3,3,2,3,2,4,4,5,4,4,2,2,4,2,4,3,3,2,3,3,2,2,3,2,2,3,2,3,3,2,3,3,4,4,4,4,3,3,3,3,3,3,2,2,3,3,4,3,3,3,2,3,4,4,3,4,4,4,2,4,4,4,4,4,4,4,3,2,2,2,4,4,3,3,3,2,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,2,2,1,4,4,4,5,4,4,4,2,4,4,3,3,2,4,2,2,2,3,4,3,4,3,4,3,4,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,3,3,3,3,3,4,2,2,2,2,2,2,2,3,4,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3,4,3,2,3,3,4,3,4,3,3,3,3,4,3,3,2,3,4,3,2,3,4,3,3,4,4,4,4,2,3,4,2,3,3,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,4,3,2,4,3,2,3,3,3,2,2,2,2,3,2,2,2,3,4,2,3,3,4,3,3,3,3,3,4,4,3,4,4,3,2,4,2,4,4,3,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_5,4,3,3,4,3,3,4,4,4,4,4,5,5,1,4,5,5,5,4,5,4,5,3,5,2,2,2,2,4,2,2,4,4,3,4,3,4,3,5,5,2,3,5,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,2,3,3,4,4,3,2,4,4,4,3,3,5,5,4,4,3,4,3,5,4,5,3,4,1,2,5,5,5,5,5,3,5,4,5,4,4,3,3,4,5,5,4,4,3,3,3,2,2,2,1,2,5,4,5,4,4,2,3,4,2,2,2,2,4,4,4,4,5,4,4,4,1,2,2,2,4,2,4,3,2,2,2,2,5,4,4,4,4,2,2,2,5,5,5,4,5,5,5,5,5,4,4,5,4,5,5,5,5,4,4,5,5,3,4,2,1,2,3,4,4,3,1,4,1,1,5,5,4,4,5,5,4,4,5,2,4,3,4,4,5,5,5,5,5,4,4,2,3,3,3,2,3,4,4,2,4,4,3,4,4,2,1,1,1,1,2,1,3,5,2,2,2,1,1,1,2,1,2,4,1,4,1,2,4,2,1,4,2,5,3,3,1,3,2,2,2,4,3,2,2,1,1,4,1,4,1,2,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,3,4,4,4,4,4,5,5,4,5,5,3,2,1,2,2,1,2,5,4,4,2,4,2,3,5,3,2,5,5,4,4,3,4,2,4,3,3,2,4,1,2,3,2,4,4,4,3,4,2,1,2,3,4,2,4,2,3,3,2,2,2,4,1,2,3,2,4,3,4,2,5,4,3,5,5,4,5,4,4,2,3,4,4,4,3,4,2,2,2,2,3,2,2,4,4,4,2,2,2,1,2,2,3,4,4,2,3,4,2,4,4,3,3,4,2,5,5,4,2,4,4,4,3,3,2,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_6,4,3,2,4,4,3,3,3,5,3,5,4,4,2,4,5,4,5,4,4,5,4,3,5,4,3,4,4,3,3,4,4,4,3,4,2,2,4,4,2,1,2,2,2,2,2,2,2,2,4,4,3,4,5,4,4,4,4,5,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,5,4,5,4,5,4,4,4,2,2,2,3,4,4,4,4,4,2,2,4,2,3,2,2,4,4,3,3,4,4,3,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,2,2,4,2,3,4,2,2,1,2,2,1,2,2,3,3,3,2,5,4,4,4,3,3,2,2,4,5,4,4,4,5,3,4,3,4,2,4,2,4,2,4,4,4,3,3,3,3,3,4,1,2,2,1,2,2,1,2,2,2,3,4,4,3,4,4,3,4,4,4,3,4,3,4,4,2,5,4,4,2,4,4,3,4,4,3,4,3,4,2,4,4,4,4,4,3,2,5,2,2,2,2,3,2,4,3,3,4,2,2,2,2,2,2,2,3,2,5,2,2,1,4,2,2,4,4,2,4,2,4,4,4,4,2,4,1,3,1,2,3,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,5,4,5,4,5,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,4,4,2,3,2,2,1,4,2,2,2,2,1,2,2,2,2,1,1,1,4,4,4,4,2,2,2,2,1,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,2,4,2,4,4,3,4,4,3,4,1,4,4,3,4,4,2,2,3,2,2,2,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,5,5,5,4,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
